FID,Shape,FID_1,Area,Block,Profile,EC,SAR,E_Depth,WT,CaCO3,Gypsum,OM,N,P,K,Fe,Mn,Zn,Cu,TEXTURE_AL,pH,Long,Lat
1688,Point,3295,4,146,204,6.68,5.09,150,200,0.22,1.6,1.8,131.25,4.14,145.6,3.06,1.02,0.79,0.27,Loamy Sand,8.32,"30° 45' 33.735"" E","30° 32' 39.619"" N"
1515,Point,1950,1,31,509,2.1,2.4,150,150,2.9,0.6,0.2,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Loamy Sand,9.2,"30° 5' 52.282"" E","30° 31' 7.978"" N"
1711,Point,3364,4,85,500,0.41,3.92,150,200,0.19,0.42,1.1,115.5,11.69604,85.24,6.9,3.442,1.034,1.042,Loamy Sand,9.18,"30° 37' 6.109"" E","30° 37' 30.655"" N"
1536,Point,2687,4,39,348,1.38,2.64,150,110,0.15,0.84,0.085,101.5,19.51,674.8,7.13,6.2,2.84,0.91,Loamy Sand,7.14,"30° 13' 43.516"" E","30° 26' 2.524"" N"
1539,Point,2693,4,39,417,2.16,7.12,150,200,0.09,1.63,0.11,126,3.5,360.6,4.24,3.56,0.63,0.39,Loamy Sand,7.92,"30° 12' 47.700"" E","30° 25' 13.483"" N"
1370,Point,37,1,66,5,5.38,10.1,150,150,8.2,1.3,2.34,72,20,550,3.45,4.1,0.89,5.9,Loamy Sand,6.59,"30° 22' 36.251"" E","30° 53' 41.418"" N"
1555,Point,2762,4,50,50,3.65,4.91,150,200,2.1,2.3,0.14,77.14,9.9,91.42,2.99,3.94,1.13,1.25,Loamy Sand,8.82,"30° 15' 34.458"" E","30° 29' 18.000"" N"
1382,Point,209,1,53,137,1.25,3.3,80,80,9,0.68,0.6,80,22,365,3.075,3.975,0.87,3.7,Loamy Sand,7.72,"30° 16' 42.340"" E","30° 45' 16.286"" N"
1621,Point,3051,4,64,45,1.26,2.351899,150,200,0.25,0.21,0.17,28.42,10.16,195,2.18,3.96,1.96,1.86,Loamy Sand,8.41,"30° 26' 46.023"" E","30° 39' 5.836"" N"
1556,Point,2763,4,50,53,1.34,2.04,150,200,2.5,2.8,0.1,73.08,4.46,99.66,2.46,2.66,1.45,0.39,Loamy Sand,8.8,"30° 16' 30.697"" E","30° 29' 18.316"" N"
1716,Point,3404,4,112,350,1.38,5.83,150,200,6.19,0.59,0.58,157.5,7.46028,178.02,7.782,3.522,1.984,0.192,Loamy Sand,8.35,"30° 41' 49.843"" E","30° 26' 9.474"" N"
1631,Point,3074,4,81,90,1.4,4.56,120,200,8.3,0.25,0.2,220.5,9.80712,247,6.29,1.976,0.638,0.182,Loamy Sand,8.98,"30° 35' 19.416"" E","30° 13' 57.747"" N"
1553,Point,2749,4,49,189,2.47,6.94,150,200,1.76,2.6,0.35,126,2.25,57.56,7.036,3.458,0.928,0.262,Loamy Sand,8.78,"30° 21' 15.433"" E","30° 20' 24.016"" N"
1384,Point,266,1,33,141,6.3,7.8,150,150,10,0.86,0.49,108,17,425,6.6,5.2,0.86,4.6,Loamy Sand,8.2,"30° 1' 40.076"" E","30° 45' 10.390"" N"
1520,Point,2036,1,31,664,1.5,4.9,150,150,4.5,2.5,0.2,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Loamy Sand,8.47,"30° 7' 23.850"" E","30° 35' 12.137"" N"
1388,Point,278,1,33,322,1.4,3.6,120,150,11,0.95,0.5,108,17,425,6.6,5.2,0.86,4.6,Loamy Sand,7.75,"30° 3' 30.798"" E","30° 48' 42.260"" N"
1549,Point,2734,4,49,43,2.16,6.88,150,200,1.69,2.3,0.37,99.75,1.83168,70.32,4.902,3.442,0.858,0.042,Loamy Sand,8.97,"30° 19' 58.558"" E","30° 22' 5.155"" N"
1425,Point,591,1,86,50,2.5,2.1,150,150,7.5,0.62,0.48,10,16.6,240,7.175,6.35,0.98,3.5,Loamy Sand,7.91,"30° 30' 27.814"" E","30° 50' 44.865"" N"
1645,Point,3105,4,82,556,1.4,3.25,150,200,17.3,0.13,0.11,252,2.46132,171.88,8.582,3.914,0.266,0.116,Loamy Sand,8.98,"30° 35' 18.806"" E","30° 16' 23.878"" N"
1754,Point,3519,4,145,341,2.35,3.65,150,200,0.11,2.5,0.25,87.01,25.99,226,8.24,21.64,2.32,8.17,Loamy Sand,8.85,"30° 46' 30.910"" E","30° 26' 10.044"" N"
1431,Point,645,1,66,204,2.7,9.6,150,150,6.3,0.75,1.85,105.2,28.4,280,5.775,7.725,0.95,2.1,Loamy Sand,8.11,"30° 24' 47.734"" E","30° 54' 30.739"" N"
1429,Point,609,1,64,488,10.9,2.93,120,60,15,0.74,0.42,46.8,17.4,185,6.65,6.675,0.31,2.5,Loamy Sand,8.42,"30° 29' 33.585"" E","30° 43' 42.530"" N"
1485,Point,1764,1,23,602,3.2,2.3,150,150,7.8,1.5,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,9.13,"29° 59' 35.750"" E","30° 33' 31.336"" N"
1437,Point,654,1,66,90,2.45,3.5,150,150,1.75,1.4,1.15,80.8,18.5,460,2.3,7.6,1.04,2.1,Loamy Sand,8,"30° 23' 32.626"" E","30° 53' 57.922"" N"
1678,Point,3245,4,113,491,0.85,1.57,120,200,3.24,0.12,0.13,63.28,15.43,52.28,5.59,3.96,1.58,0.37,Loamy Sand,8.5,"30° 40' 52.516"" E","30° 31' 50.304"" N"
1666,Point,3163,4,84,296,0.85,4.1,150,200,3.7,0.21,0.76,138.43,11.71,122.92,4.28,4.84,1.54,0.39,Loamy Sand,8.39,"30° 36' 10.584"" E","30° 34' 15.654"" N"
1373,Point,54,1,53,611,1.2,3.3,150,120,9,0.97,1.46,112,9.66,295,8.15,5.875,0.88,3,Loamy Sand,8.2,"30° 21' 40.314"" E","30° 52' 19.969"" N"
1430,Point,644,1,66,202,1.45,2.6,150,150,8.45,1.05,1.45,105.2,28.4,280,5.775,7.725,0.95,2.1,Loamy Sand,7.52,"30° 24' 47.932"" E","30° 53' 58.270"" N"
1742,Point,3482,4,114,599,2.75,4.31,150,200,0.14,1.5,0.19,47.46,20.83,114.36,6.98,12.84,7.43,4.78,Loamy Sand,8.94,"30° 44' 36.558"" E","30° 38' 20.472"" N"
1537,Point,2689,4,39,405,15.45,21.44,130,200,0.12,1.05,0.12,52.78,11.97,579,5.02,3.59,2.14,0.39,Loamy Sand,7.07,"30° 9' 2.903"" E","30° 25' 12.073"" N"
1584,Point,2880,4,51,454,0.38,2.54,150,200,1.11,1.05,0.09,210,2.63,104.3,6.63,10.34,3.54,1.24,Loamy Sand,8.56,"30° 21' 11.576"" E","30° 30' 8.504"" N"
1559,Point,2775,4,50,137,9.77,9.52,120,200,4.2,2.5,0.1,138.04,4.4,326,2.58,2.67,0.39,1.57,Loamy Sand,7.67,"30° 20' 15.988"" E","30° 28' 30.808"" N"
1644,Point,3104,4,82,553,2.5,8.66,150,200,1.8,0.17,0.17,336,6.69708,296.6,4.962,3.346,0.55,0.038,Loamy Sand,7.78,"30° 34' 22.687"" E","30° 16' 23.698"" N"
1474,Point,1705,1,23,359,14.4,10.4,150,150,7.8,1.3,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,9.01,"29° 56' 46.398"" E","30° 34' 18.700"" N"
1751,Point,3514,4,145,194,1.46,2.7,150,200,0.14,1.5,0.14,59.33,21.27,295.6,6.65,2.84,2.56,7.09,Loamy Sand,8.19,"30° 45' 34.456"" E","30° 27' 47.363"" N"
1479,Point,1748,1,23,544,30.6,18.1,40,150,7.8,3.3,0.4,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,8.48,"29° 58' 58.572"" E","30° 32' 58.576"" N"
1714,Point,3398,4,112,275,4.63,7.35,150,200,6.6,1.12,0.37,105,8.60508,247,6.428,3.438,1.934,0.19,Loamy Sand,8.14,"30° 40' 53.471"" E","30° 26' 58.049"" N"
1592,Point,2952,4,62,194,2.55,5.68,150,200,7.52,0.18,0.29,118.65,5.3,143.62,4.97,0.27,2.25,1.13,Loamy Sand,8.56,"30° 23' 4.994"" E","30° 27' 42.928"" N"
1569,Point,2798,4,50,356,3.4,7.55,150,200,6.7,2.3,0.26,97.44,7.53,812.8,3.06,3.9,1.7,1.03,Loamy Sand,7.04,"30° 21' 13.186"" E","30° 26' 4.969"" N"
1471,Point,1670,1,23,197,1.6,1.1,35,150,8.6,1.5,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,8.53,"29° 54' 53.833"" E","30° 34' 17.774"" N"
1521,Point,2041,1,31,474,1.6,5.4,150,150,3.2,0.3,0.2,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Loamy Sand,9.17,"30° 5' 11.584"" E","30° 36' 48.639"" N"
1699,Point,3332,4,85,212,0.62,3.25,150,200,0.2,0.42,2.1,126,12.0204,143.6,5.744,2.43,1.196,0.136,Loamy Sand,8.38,"30° 33' 19.930"" E","30° 40' 44.767"" N"
1726,Point,3436,4,114,218,1.15,2.07,150,200,0.28,1.4,0.2,43.51,19.02,95.52,9.96,14.52,3.13,2.62,Loamy Sand,8.41,"30° 38' 1.326"" E","30° 42' 23.063"" N"
1632,Point,3079,4,81,147,2.8,3.56,130,200,6.4,0.25,0.21,157.5,14.53896,110.1,4.912,3.792,0.614,0.116,Loamy Sand,8.91,"30° 34' 23.531"" E","30° 13' 8.856"" N"
1701,Point,3338,4,85,278,0.6,2.11,150,200,0.41,0.16,1.1,110.25,21.90384,169.84,1.91,3.042,1.984,0.03,Loamy Sand,8.86,"30° 31' 27.465"" E","30° 39' 55.660"" N"
1708,Point,3360,4,85,440,0.65,2.85,110,200,0.08,0.42,0.9,115.5,11.69604,85.24,6.9,3.442,1.034,1.042,Loamy Sand,8.77,"30° 37' 5.918"" E","30° 38' 19.363"" N"
1570,Point,2801,4,50,359,13,12.62,150,200,12.6,2.6,0.14,101.5,4.33,231.4,1.14,4.27,1.38,0.27,Loamy Sand,8.95,"30° 22' 9.396"" E","30° 26' 5.245"" N"
1416,Point,509,1,66,477,9.94,34.7,150,150,8.1,0.45,1.15,112,17.9,425,3.25,7.25,0.8,4.2,Loamy Sand,8,"30° 27' 56.651"" E","30° 52' 37.912"" N"
1595,Point,2957,4,62,209,51.1,53.8,150,200,6.27,0.03,0.66,138.43,5.9,172.99,2.67,3.29,2.33,0.29,Loamy Sand,9.18,"30° 27' 46.124"" E","30° 27' 44.172"" N"
1525,Point,2120,1,64,196,19.2,1.07,150,150,8.5,0.67,0.42,28.42,17.57,194.4,3.12,3.44,4.44,0.26,Loamy Sand,8.61,"30° 24' 52.371"" E","30° 41' 47.695"" N"
1528,Point,2150,1,85,95,5.5,5.8,95,95,7.9,0.56,0.61,152.25,12.2112,263.4,3.078,3.034,1.438,0.312,Loamy Sand,7.52,"30° 32' 41.675"" E","30° 43' 10.757"" N"
1609,Point,3015,4,63,432,0.78,3.14,150,200,7.5,0.25,0.12,89.32,10.93,138.14,7.82,2.38,1.25,0.22,Loamy Sand,8.53,"30° 23' 3.151"" E","30° 32' 35.170"" N"
1709,Point,3361,4,85,491,0.32,3.3,60,200,0.13,0.25,1.1,120.75,19.40436,28,3.134,3.458,1.342,0.17,Loamy Sand,8.37,"30° 34' 17.144"" E","30° 37' 30.127"" N"
1462,Point,1615,1,17,178,0.72,1.59,20,120,27.59,0.95,0.14,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,9.06,"29° 46' 59.141"" E","30° 41' 48.140"" N"
1517,Point,1952,1,31,518,2.38,4.4,50,150,10.6,0.7,0.2,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Loamy Sand,8.48,"30° 5' 50.930"" E","30° 33' 34.089"" N"
1418,Point,519,1,65,76,1.8,1,150,150,3.86,0.25,0.27,122,19.98,415,5.25,2.5,1.1,3.1,Loamy Sand,7.62,"30° 23' 15.247"" E","30° 50' 10.546"" N"
1670,Point,3192,4,84,647,5.7,5.25,150,200,6.93,0.16,1.35,118.65,7.19,59.8,3.62,3.37,1.59,0.27,Loamy Sand,8.31,"30° 33' 22.823"" E","30° 30' 11.567"" N"
1669,Point,3190,4,84,641,4.84,7.44,150,200,7.75,0.22,0.98,79.1,4.04,17.9,2.7,3.15,1.31,0.05,Loamy Sand,9.04,"30° 31' 30.321"" E","30° 30' 11.170"" N"
1697,Point,3326,4,85,147,0.61,2.07,140,200,0.24,0.25,1.4,220.5,8.98668,53.96,7.638,4.262,1.156,0.182,Loamy Sand,8.55,"30° 35' 2.516"" E","30° 41' 25.112"" N"
1518,Point,1984,1,40,282,1.8,5.47,150,150,7.22,0.84,0.66,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Loamy Sand,8.37,"30° 10' 51.220"" E","30° 33' 19.840"" N"
1758,Point,3525,4,146,50,0.25,2.25,150,200,0.25,1.6,0.9,136.5,13.75,46.86,5.03,0.156,0.39,0.43,Loamy Sand,8.67,"30° 46' 29.559"" E","30° 35' 54.555"" N"
1454,Point,1567,1,30,151,5.7,1.4,150,150,6.9,0.76,0.28,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Loamy Sand,9.16,"30° 4' 19.913"" E","30° 28' 41.209"" N"
1563,Point,2782,4,50,206,23.4,95.72,150,200,7.9,3.4,0.27,142.1,2.42,222.8,4.26,1.83,0.59,0.63,Loamy Sand,8.71,"30° 19' 20.093"" E","30° 27' 41.812"" N"
1629,Point,3072,4,81,84,4.7,9.67,140,200,3.2,0.18,0.15,168,16.54,166.8,4.032,4.438,0.792,0.038,Loamy Sand,9.18,"30° 33' 27.224"" E","30° 13' 57.381"" N"
1623,Point,3054,4,64,54,0.46,1.708356,150,200,0.25,0.8,0.23,32.48,2.49,81.28,6.24,9.84,1.6,0.38,Loamy Sand,8.48,"30° 29' 35.031"" E","30° 39' 6.527"" N"
1771,Point,3554,4,147,204,4.32,7.87,150,200,0.11,1.6,0.25,147,18.43,46.76,2.59,0.37,1.18,0.58,Loamy Sand,9.02,"30° 46' 29.333"" E","30° 37' 31.973"" N"
1591,Point,2950,4,62,140,2.58,2.4,150,200,5.02,0.07,0.81,102.83,10.45,195.84,4.1,1.15,0.72,2.52,Loamy Sand,8.54,"30° 28' 42.091"" E","30° 28' 33.108"" N"
1469,Point,1666,1,23,188,1.1,1.4,25,150,6.9,2.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,8.38,"29° 54' 55.459"" E","30° 31' 51.672"" N"
1554,Point,2755,4,49,243,1.38,4.88,150,200,2.2,1.9,0.38,126,8.62416,141.6,10.438,1.554,0.978,0.068,Loamy Sand,8.52,"30° 22' 11.901"" E","30° 19' 35.583"" N"
1721,Point,3413,4,112,563,18.82,14.46,150,200,9.08,0.53,0.54,136.5,7.30764,43.36,4.314,7.034,1.57,0.176,Loamy Sand,9.03,"30° 40' 54.105"" E","30° 23' 43.211"" N"
1409,Point,481,1,66,259,0.95,2.1,150,150,8.25,1.15,1.85,120,12,410,3.75,5.25,0.75,2.2,Loamy Sand,7.63,"30° 25' 25.488"" E","30° 54' 14.674"" N"
1587,Point,2941,4,62,65,1.38,4.76,150,200,11.7,0.06,0.34,118.65,10.1,174.62,4.94,1.25,2.22,2.05,Loamy Sand,8.42,"30° 27' 45.588"" E","30° 29' 21.587"" N"
1601,Point,2975,4,63,21,0.38,2.54,150,200,18.3,0.13,0.11,60.9,3.54,58.32,3.24,7.83,1.24,0.18,Loamy Sand,8.7,"30° 29' 35.540"" E","30° 37' 29.113"" N"
1596,Point,2960,4,62,266,29.2,38.92,150,200,7.11,0.13,1.58,134.47,4.98,217.06,2.45,0.43,2.52,0.6,Loamy Sand,8.79,"30° 23' 5.300"" E","30° 26' 54.221"" N"
1400,Point,328,1,42,210,1,1.3,150,150,10.36,0.78,1.2,108,17,425,6.6,5.2,0.86,4.6,Loamy Sand,8.27,"30° 9' 45.977"" E","30° 50' 38.482"" N"
1710,Point,3363,4,85,497,0.57,3,75,200,0.08,0.33,1.9,136.5,11.79144,117.9,1.83,5.832,1.59,0.202,Loamy Sand,8.76,"30° 36' 9.787"" E","30° 37' 30.486"" N"
1508,Point,1928,1,31,294,2.56,8.7,150,150,3.4,0.6,0.2,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Loamy Sand,8.4,"30° 3' 20.857"" E","30° 33' 33.024"" N"
1376,Point,154,1,53,320,1.5,1.7,120,120,11,0.8,0.5,88,18,390,4.025,6.675,0.86,2.5,Loamy Sand,7.69,"30° 18' 33.385"" E","30° 49' 20.421"" N"
1679,Point,3248,4,113,500,0.69,2.25,125,200,7.69,0.17,0.14,67.24,9.74,97.58,5.34,6.48,6.2,3.79,Loamy Sand,8.72,"30° 43' 41.319"" E","30° 31' 50.688"" N"
1671,Point,3193,4,84,650,8.07,6.65,130,200,5.3,0.05,1.12,98.88,7.26,59.8,4.26,3.97,1.47,0.14,Loamy Sand,8.73,"30° 34' 19.074"" E","30° 30' 11.756"" N"
1625,Point,3063,4,81,9,1.7,4.69,150,200,4.3,0.18,0.12,168,4.82724,280,6.278,2.226,1.7916,0.036,Loamy Sand,7.7,"30° 32' 30.901"" E","30° 14' 45.898"" N"
1519,Point,2005,1,31,615,1.5,5.4,150,150,3.7,2.3,0.3,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Loamy Sand,9.13,"30° 6' 45.284"" E","30° 37' 5.523"" N"
1619,Point,3047,4,64,3,1.75,3.95,150,200,0.25,0.2,0.15,24.36,13.58,119.2,5.82,2.96,2.08,1.18,Loamy Sand,8.69,"30° 29' 34.521"" E","30° 40' 43.940"" N"
1395,Point,305,1,33,623,2.5,2.8,150,150,9,0.71,0.4,108,17,425,6.6,5.2,0.86,4.6,Loamy Sand,8.07,"30° 6' 57.688"" E","30° 48' 43.719"" N"
1656,Point,3142,4,84,134,2.34,2.5,150,200,3.6,0.3,0.52,79.1,15.41,148.6,4.79,4.97,2.48,0.82,Loamy Sand,8.61,"30° 30' 32.353"" E","30° 35' 51.915"" N"
1704,Point,3345,4,85,347,0.32,4.27,75,200,0.2,0.25,1.2,126,12.0204,143.6,5.744,2.43,1.196,0.136,Loamy Sand,9.12,"30° 30' 31.367"" E","30° 39' 6.743"" N"
1461,Point,1614,1,17,149,0.48,1.21,30,120,9.49,0.78,0.14,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,8.65,"29° 46' 40.766"" E","30° 41' 15.498"" N"
1509,Point,1929,1,31,297,2.54,8.8,150,150,4.6,0.6,0.4,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Loamy Sand,8.61,"30° 3' 20.384"" E","30° 34' 21.726"" N"
1381,Point,197,1,53,280,6.2,7.6,150,120,11,0.86,0.5,80,22,365,3.075,3.975,0.87,3.7,Loamy Sand,8.13,"30° 18' 15.979"" E","30° 46' 5.504"" N"
1640,Point,3093,4,82,403,4.3,8.97,150,200,19.3,0.18,0.7,199.5,5.1516,313.4,3.356,1.836,0.438,0.206,Loamy Sand,8.08,"30° 34' 22.264"" E","30° 18' 1.118"" N"
1530,Point,2650,4,38,15,1.43,4.86,150,200,7.01,1.41,0.82,136.5,4.02588,81.48,5.866,2.938,1.084,0.206,Loamy Sand,8.97,"30° 13' 45.432"" E","30° 21' 58.994"" N"
1642,Point,3098,4,82,478,8.7,26.52,150,200,19.9,0.11,0.17,210,3.77784,504,5.178,3.712,0.65,0.134,Loamy Sand,6.58,"30° 34' 22.475"" E","30° 17' 12.408"" N"
1386,Point,275,1,33,286,1.5,2.1,120,150,10,0.85,0.56,108,17,425,6.6,5.2,0.86,4.6,Loamy Sand,8.1,"30° 3' 13.263"" E","30° 46' 32.254"" N"
1423,Point,552,1,65,568,2.4,1.2,120,100,4.12,0.55,1.15,96,17,475,3.625,7.05,0.62,3.2,Loamy Sand,7.64,"30° 28' 54.954"" E","30° 46' 57.205"" N"
1453,Point,1550,1,31,343,3.36,13.1,150,150,2.5,0.3,0.5,173.25,5.6,50.4,5.18,1.19,3.3,0.22,Loamy Sand,8.51,"30° 3' 59.463"" E","30° 31' 39.654"" N"
1473,Point,1683,1,23,262,7.2,13.3,150,150,11.2,1.2,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,8.73,"29° 55' 29.381"" E","30° 37' 16.654"" N"
1426,Point,596,1,85,148,1.9,3.3,150,150,5.5,0.67,0.55,114.8,18.2,500,6.325,7.05,0.31,2.7,Loamy Sand,6.71,"30° 35' 11.665"" E","30° 44' 32.439"" N"
1460,Point,1606,1,16,330,1.4,5.6,150,150,8.6,0.96,0.27,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,9.09,"29° 51' 10.619"" E","30° 31' 33.510"" N"
1590,Point,2949,4,62,137,1.63,4.35,150,200,2.09,0.1,0.39,154.25,11.4,182.78,2.05,2.23,1.85,2.5,Loamy Sand,8.93,"30° 27' 45.856"" E","30° 28' 32.880"" N"
1442,Point,1055,1,34,504,2.28,1.9,150,150,19.38,0.54,1.9,128,32,680,10.5,5.5,0.6,4.3,Loamy Sand,7.09,"30° 5' 58.531"" E","30° 53' 35.537"" N"
1551,Point,2741,4,49,118,1.73,5.27,150,200,1.76,1.4,0.36,99.75,1.83168,70.32,4.902,3.442,0.858,0.042,Loamy Sand,8.34,"30° 20' 18.949"" E","30° 21' 12.443"" N"
1482,Point,1755,1,23,575,2.7,3.5,150,150,5.5,1.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,8.56,"29° 59' 16.823"" E","30° 33' 47.424"" N"
1639,Point,3092,4,82,400,14.5,15.27,150,200,16.8,0.17,0.15,147,4.94172,108.18,7.822,3.456,1.354,0.098,Loamy Sand,8.86,"30° 33' 26.129"" E","30° 18' 0.931"" N"
1663,Point,3159,4,84,281,9.8,8.99,150,200,6.85,0.12,1.47,47.46,6.84,112.24,4.08,3.44,1.37,0.58,Loamy Sand,9.16,"30° 31' 29.134"" E","30° 34' 14.709"" N"
1424,Point,563,1,86,47,0.9,0.9,150,150,3.5,0.51,0.55,154.4,19.7,294,4.675,5.1,0.37,1.8,Loamy Sand,7.98,"30° 30' 28.063"" E","30° 49' 56.159"" N"
1389,Point,284,1,33,403,0.8,2.2,150,105,10,0.81,0.65,108,17,425,6.6,5.2,0.86,4.6,Loamy Sand,8.19,"30° 4' 27.689"" E","30° 47' 53.966"" N"
1568,Point,2793,4,50,287,11.6,15.3,150,200,5,1.1,0.18,117.74,4.46,103.82,1.79,1.19,1.74,1.04,Loamy Sand,8.55,"30° 22' 9.082"" E","30° 26' 53.952"" N"
1468,Point,1650,1,23,104,1.3,1.2,35,150,17.8,1.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Loamy Sand,8.84,"29° 53' 59.750"" E","30° 31' 2.500"" N"
1705,Point,3352,4,85,368,2.3,9.67,150,200,0.24,0.33,2.3,147,14.63436,94.72,5.57,2.438,1.858,0.182,Loamy Sand,9.06,"30° 37' 5.726"" E","30° 39' 8.070"" N"
1378,Point,194,1,53,249,0.88,2.54,150,150,16.7,0.87,0.26,80,22,365,3.075,3.975,0.87,3.7,Loamy Sand,7.81,"30° 17' 57.532"" E","30° 45' 16.699"" N"
1535,Point,2680,4,39,279,4.08,5.89,150,200,0.25,0.42,0.15,125.86,5.28,27.54,2.71,2.47,1.55,0.5,Loamy Sand,8.38,"30° 14' 39.348"" E","30° 26' 51.560"" N"
1641,Point,3095,4,82,469,1.4,5.17,150,200,3.3,0.11,0.13,141.75,1.83168,247,3.792,3.734,1.076,0.384,Loamy Sand,7.51,"30° 31' 34.095"" E","30° 17' 11.827"" N"
1747,Point,3508,4,145,56,1.48,2.5,150,200,0.13,2.1,0.22,67.24,18.75,52.28,3.28,8.81,8.42,9.8,Loamy Sand,8.65,"30° 47' 26.706"" E","30° 29' 24.977"" N"
1637,Point,3090,4,82,394,2.5,6.89,150,200,14.8,0.17,0.17,241.5,5.49504,123.78,6.224,1.456,0.312,0.026,Loamy Sand,8.55,"30° 31' 33.860"" E","30° 18' 0.537"" N"
1633,Point,3080,4,81,153,2.4,4.42,120,200,5.3,0.25,0.15,147,11.39076,85.24,4.406,3.056,1.254,0.138,Loamy Sand,9.06,"30° 36' 15.709"" E","30° 13' 9.209"" N"
1599,Point,2965,4,62,413,4.52,5.78,150,200,13.2,0.3,0.67,189.84,7.4,205.6,2.52,0.78,1.52,0.32,Loamy Sand,8.66,"30° 24' 2.115"" E","30° 25' 17.067"" N"
1540,Point,2698,4,39,483,11.44,13.98,130,200,0.35,5.67,0.16,57.75,3.38,101.74,5.56,4.86,0.58,0.3,Loamy Sand,9.15,"30° 10' 55.708"" E","30° 24' 24.086"" N"
1728,Point,3438,4,114,224,0.75,1.201,150,200,0.18,1.9,0.17,39.55,6.44,73.34,7.76,7.78,2.92,5.02,Loamy Sand,8.92,"30° 39' 54.065"" E","30° 42' 23.368"" N"
1387,Point,277,1,33,318,2,5.1,120,150,10,1.03,0.43,108,17,425,6.6,5.2,0.86,4.6,Loamy Sand,7.55,"30° 3' 31.431"" E","30° 47' 37.325"" N"
1428,Point,608,1,64,458,4.95,12.58,150,150,13,0.82,0.32,46.8,17.4,185,6.65,6.675,0.31,2.5,Loamy Sand,9.13,"30° 28' 55.998"" E","30° 43' 42.381"" N"
1558,Point,2773,4,50,131,1.44,5.52,120,200,5.6,3,0.2,97.44,4.8,185.8,3.91,8.26,0.43,0.26,Loamy Sand,8.32,"30° 18' 23.523"" E","30° 28' 30.223"" N"
1743,Point,3483,4,114,650,2.48,4.31,150,200,0.16,1.9,0.2,75.15,20.02,69.42,3.46,13.26,3.35,4.36,Loamy Sand,8.58,"30° 38' 2.431"" E","30° 37' 30.817"" N"
1693,Point,3313,4,81,141,2.8,3.56,130,200,6.4,0.25,0.21,116,9.90252,105.6,5.63,3.234,1.194,0.236,Loamy Sand,8.73,"30° 32' 31.354"" E","30° 13' 8.477"" N"
1689,Point,3296,4,146,207,2.41,3.24,150,200,0.24,0.84,1.6,136.5,6.01,129.7,1.91,0.34,0.68,0.19,Loamy Sand,9.14,"30° 46' 30.010"" E","30° 32' 39.720"" N"
1759,Point,3526,4,146,312,3.27,4.41,150,200,0.41,1.3,1.9,141.75,5.64,288,3.56,0.83,0.58,0.26,Loamy Sand,7.68,"30° 45' 33.976"" E","30° 31' 2.201"" N"
1435,Point,652,1,66,39,1.62,5.9,150,150,2.1,1.45,0.7,80.8,18.5,460,2.3,7.6,1.04,2.1,Loamy Sand,7.97,"30° 22' 54.450"" E","30° 55' 18.916"" N"
1372,Point,43,1,53,494,2,1.5,125,120,10,0.75,0.8,80.8,30.8,480,6.4,4.625,1.5,3.9,Loamy Sand,7.56,"30° 20' 25.586"" E","30° 50' 58.418"" N"
1627,Point,3067,4,81,21,6.8,9.34,130,200,6.3,0.23,0.16,157.5,8.73864,48.62,6.282,2.424,1.462,0.05,Loamy Sand,8.41,"30° 36' 15.318"" E","30° 14' 46.630"" N"
1441,Point,784,1,66,466,3.09,4.3,150,150,8.25,0.7,1.6,61.6,15.64,595,3.85,7.325,1.05,2.6,Loamy Sand,6.82,"30° 27' 36.277"" E","30° 57' 13.826"" N"
1455,Point,1568,1,30,161,6.5,7.19,90,150,6,0.94,0.16,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Loamy Sand,8.79,"30° 4' 38.504"" E","30° 28' 57.577"" N"
1763,Point,3532,4,146,364,1.26,5.69,150,200,0.22,2.5,2.3,131.25,3.68,296.6,7.03,0.39,1.59,0.83,Loamy Sand,8.09,"30° 46' 30.348"" E","30° 30' 13.592"" N"
1438,Point,655,1,66,94,1.53,1.9,150,150,1.45,1.2,1.2,80.8,18.5,460,2.3,7.6,1.04,2.1,Loamy Sand,7.89,"30° 23' 32.215"" E","30° 55' 2.860"" N"
